,Zone_Name,Crop_Year,Crop,Area,Production
5214,Butajira,2009,Rice,81908.0,256454.0
5228,Butajira,2009,Onion,1454.0,35200.0
5230,Butajira,2009,Rice,44772.0,157911.0
5235,Butajira,2009,Wheat,550.0,251.0
5255,Butajira,2010,Onion,16300.0,360197.0
5256,Butajira,2010,Rice,104110.0,291475.0
5270,Butajira,2010,Onion,3014.0,84151.0
5273,Butajira,2010,Rice,32967.0,105626.0
5278,Butajira,2010,Wheat,563.0,808.0
5298,Butajira,2011,Onion,24460.0,358241.0
5300,Butajira,2011,Rice,91984.0,333882.0
5315,Butajira,2011,Onion,2449.0,68156.0
5317,Butajira,2011,Rice,14738.0,46042.0
5322,Butajira,2011,Wheat,221.0,243.0
5349,Butajira,2012,Onion,14931.0,291483.0
5352,Butajira,2012,Rice,72625.0,276774.0
5360,Butajira,2012,Tomato,4314.0,50051.0
5378,Butajira,2012,Onion,1629.0,30156.0
5381,Butajira,2012,Rice,16840.0,60102.0
5387,Butajira,2012,Tomato,617.0,13754.0
5389,Butajira,2012,Wheat,314.0,421.0
5408,Butajira,2013,Onion,14961.0,299923.0
5412,Butajira,2013,Rice,92596.0,340383.0
5420,Butajira,2013,Tomato,2152.0,25785.0
5438,Butajira,2013,Onion,2134.0,62027.0
5440,Butajira,2013,Rice,32298.0,118017.0
5447,Butajira,2013,Tomato,565.0,13067.0
5450,Butajira,2013,Wheat,274.0,202.0
5458,Butajira,2013,Wheat,274.0,202.0
5473,Butajira,2014,Onion,22754.0,436353.0
5476,Butajira,2014,Rice,91569.0,361514.0
5485,Butajira,2014,Tomato,2811.0,38592.0
5504,Butajira,2014,Onion,2012.0,47964.0
5508,Butajira,2014,Rice,23329.0,82748.0
5515,Butajira,2014,Tomato,618.0,15300.0
5517,Butajira,2014,Wheat,46.0,61.0
5519,Butajira,2014,Rice,114898.0,444262.0
5530,Butajira,1997,Rice,62000.0,124300.0
5544,Butajira,1997,Rice,74200.0,222100.0
5559,Butajira,1998,Rice,72100.0,206700.0
5574,Butajira,1998,Rice,73800.0,248900.0
5591,Butajira,1999,Rice,70189.0,190583.0
5605,Butajira,1999,Rice,54885.0,129541.0
5609,Butajira,1999,Onion,303.0,4590.0
5625,Butajira,2000,Onion,173.0,2414.0
5628,Butajira,2000,Rice,50601.0,156559.0
5645,Butajira,2000,Onion,56.0,984.0
5649,Butajira,2000,Rice,96893.0,316840.0
5673,Butajira,2001,Onion,62.0,860.0
5676,Butajira,2001,Rice,40841.0,134204.0
5692,Butajira,2001,Onion,69.0,1091.0
5695,Butajira,2001,Rice,106540.0,385888.0
5701,Butajira,2001,Wheat,15.0,10.0
5721,Butajira,2002,Onion,123.0,1470.0
5723,Butajira,2002,Rice,19256.0,46927.0
5738,Butajira,2002,Onion,88.0,1108.0
5742,Butajira,2002,Rice,46223.0,104325.0
5747,Butajira,2002,Wheat,73.0,67.0
5759,Butajira,2002,Orange,10581.0,187420.0
5767,Butajira,2002,Tomato,4048.0,19694.0
5781,Butajira,2003,Onion,37.0,540.0
5783,Butajira,2003,Rice,14621.0,41992.0
5798,Butajira,2003,Onion,58.0,638.0
5803,Butajira,2003,Rice,31497.0,79278.0
5820,Butajira,2003,Orange,13608.0,204728.0
5828,Butajira,2003,Tomato,4282.0,38638.0
5840,Butajira,2004,Onion,85.0,1442.0
5842,Butajira,2004,Rice,27435.0,95446.0
5856,Butajira,2004,Onion,35.0,613.0
5860,Butajira,2004,Rice,66134.0,220491.0
5882,Butajira,2005,Onion,23.0,431.0
5885,Butajira,2005,Rice,54390.0,144351.0
5897,Butajira,2005,Onion,26.0,515.0
5900,Butajira,2005,Rice,95020.0,340932.0
5924,Butajira,2006,Onion,27.0,453.0
5926,Butajira,2006,Rice,41191.0,124809.0
5940,Butajira,2006,Onion,25.0,298.0
5944,Butajira,2006,Rice,79875.0,297215.0
5967,Butajira,2007,Rice,47000.0,173000.0
5979,Butajira,2007,Rice,80000.0,287000.0
5993,Butajira,2008,Onion,115.0,1932.0
5995,Butajira,2008,Rice,47434.0,167774.0
6009,Butajira,2008,Onion,23.0,221.0
6011,Butajira,2008,Rice,83957.0,314503.0
6033,Butajira,2009,Onion,177.0,2866.0
6035,Butajira,2009,Rice,32959.0,117730.0
6048,Butajira,2009,Onion,79.0,2006.0
6051,Butajira,2009,Rice,96240.0,371390.0
6073,Butajira,2010,Onion,303.0,6017.0
6074,Butajira,2010,Rice,48878.0,143300.0
6087,Butajira,2010,Onion,60.0,783.0
6090,Butajira,2010,Rice,107903.0,376150.0
6112,Butajira,2011,Onion,603.0,8690.0
6114,Butajira,2011,Rice,39122.0,134932.0
6128,Butajira,2011,Onion,297.0,7603.0
6131,Butajira,2011,Rice,79396.0,292098.0
6160,Butajira,2012,Onion,569.0,10863.0
6163,Butajira,2012,Rice,17820.0,64027.0
6171,Butajira,2012,Tomato,1117.0,13941.0
6189,Butajira,2012,Onion,52.0,1144.0
6191,Butajira,2012,Rice,33942.0,125959.0
6198,Butajira,2012,Tomato,933.0,10975.0
6218,Butajira,2013,Onion,462.0,8700.0
6222,Butajira,2013,Rice,58034.0,213391.0
6230,Butajira,2013,Tomato,1098.0,13639.0
6248,Butajira,2013,Onion,67.0,1241.0
6250,Butajira,2013,Rice,80544.0,318874.0
6257,Butajira,2013,Tomato,1046.0,13560.0
6282,Butajira,2014,Onion,303.0,5563.0
6286,Butajira,2014,Rice,31764.0,121783.0
6294,Butajira,2014,Tomato,770.0,11070.0
6312,Butajira,2014,Onion,48.0,848.0
6315,Butajira,2014,Rice,73533.0,284132.0
6323,Butajira,2014,Tomato,1174.0,15907.0
6327,Butajira,2014,Rice,105297.0,405915.0
6336,Butajira,1997,Rice,48700.0,127600.0
6348,Butajira,1997,Rice,182100.0,544600.0
6361,Butajira,1998,Rice,44700.0,133400.0
6373,Butajira,1998,Rice,183300.0,542300.0
6388,Butajira,1999,Rice,45768.0,136695.0
6400,Butajira,1999,Rice,152441.0,407231.0
6404,Butajira,1999,Onion,35.0,459.0
6418,Butajira,2000,Onion,51.0,712.0
6421,Butajira,2000,Rice,55041.0,171563.0
6436,Butajira,2000,Rice,132867.0,367510.0
6457,Butajira,2001,Onion,47.0,652.0
6459,Butajira,2001,Rice,34297.0,108413.0
6471,Butajira,2001,Onion,2.0,32.0
6474,Butajira,2001,Rice,176106.0,597352.0
6497,Butajira,2002,Onion,78.0,932.0
6499,Butajira,2002,Rice,45511.0,149276.0
6512,Butajira,2002,Onion,1.0,13.0
6515,Butajira,2002,Rice,173384.0,522579.0
6530,Butajira,2002,Orange,1680.0,29844.0
6539,Butajira,2002,Tomato,154.0,1108.0
6550,Butajira,2003,Onion,74.0,1079.0
6552,Butajira,2003,Rice,17885.0,49756.0
6565,Butajira,2003,Onion,3.0,33.0
6568,Butajira,2003,Rice,137031.0,364368.0
6583,Butajira,2003,Orange,1867.0,28309.0
6591,Butajira,2003,Tomato,87.0,835.0
6602,Butajira,2004,Onion,120.0,2036.0
6604,Butajira,2004,Rice,19326.0,56432.0
6616,Butajira,2004,Onion,3.0,53.0
6619,Butajira,2004,Rice,167421.0,576933.0
6640,Butajira,2005,Onion,86.0,1612.0
6642,Butajira,2005,Rice,18036.0,55190.0
6652,Butajira,2005,Onion,9.0,178.0
6655,Butajira,2005,Rice,189671.0,713732.0
6675,Butajira,2006,Onion,46.0,771.0
6677,Butajira,2006,Rice,60057.0,197167.0
6688,Butajira,2006,Onion,3.0,36.0
6691,Butajira,2006,Rice,181863.0,659617.0
6708,Butajira,2007,Rice,46000.0,162000.0
6716,Butajira,2007,Rice,188000.0,695000.0
6731,Butajira,2008,Onion,98.0,1647.0
6733,Butajira,2008,Rice,65233.0,233795.0
6746,Butajira,2008,Rice,191854.0,763003.0
6765,Butajira,2009,Onion,112.0,1814.0
6767,Butajira,2009,Rice,67894.0,220248.0
6780,Butajira,2009,Rice,198993.0,783833.0
6798,Butajira,2010,Onion,229.0,4548.0
6800,Butajira,2010,Rice,69873.0,228485.0
6813,Butajira,2010,Rice,200990.0,777027.0
6833,Butajira,2011,Onion,143.0,2061.0
6836,Butajira,2011,Rice,53137.0,195269.0
6849,Butajira,2011,Onion,5.0,128.0
6851,Butajira,2011,Rice,201435.0,836157.0
6873,Butajira,2012,Onion,71.0,1356.0
6877,Butajira,2012,Rice,53866.0,214710.0
6882,Butajira,2012,Tomato,28.0,611.0
6898,Butajira,2012,Rice,197403.0,811721.0
6904,Butajira,2012,Tomato,22.0,214.0
6920,Butajira,2013,Onion,58.0,1092.0
6925,Butajira,2013,Rice,32241.0,115455.0
6931,Butajira,2013,Tomato,9.0,161.0
6948,Butajira,2013,Rice,192652.0,795653.0
6954,Butajira,2013,Tomato,13.0,147.0
6974,Butajira,2014,Onion,79.0,1451.0
6979,Butajira,2014,Rice,62232.0,232561.0
6984,Butajira,2014,Tomato,26.0,374.0
7001,Butajira,2014,Rice,178491.0,736454.0
7006,Butajira,2014,Tomato,41.0,556.0
7009,Butajira,2014,Rice,240723.0,969015.0
7020,Butajira,1997,Rice,185700.0,278500.0
7032,Butajira,1997,Rice,600.0,2100.0
7046,Butajira,1998,Rice,194400.0,370700.0
7057,Butajira,1998,Rice,2000.0,7500.0
7069,Butajira,1999,Rice,189027.0,323525.0
7079,Butajira,1999,Rice,1703.0,5867.0
7082,Butajira,1999,Wheat,5.0,3.0
7084,Butajira,1999,Onion,1404.0,27488.0
7097,Butajira,2000,Onion,63.0,879.0
7101,Butajira,2000,Rice,207461.0,399155.0
7113,Butajira,2000,Onion,1055.0,18097.0
7115,Butajira,2000,Rice,1100.0,2012.0
7139,Butajira,2001,Onion,47.0,652.0
7142,Butajira,2001,Rice,178771.0,393654.0
7154,Butajira,2001,Onion,1294.0,22930.0
7156,Butajira,2001,Rice,1584.0,3594.0
7179,Butajira,2002,Onion,41.0,490.0
7182,Butajira,2002,Rice,153148.0,267550.0
7193,Butajira,2002,Onion,1221.0,11087.0
7196,Butajira,2002,Rice,632.0,1602.0
7216,Butajira,2002,Tomato,345.0,2367.0
7229,Butajira,2003,Onion,42.0,613.0
7232,Butajira,2003,Rice,188219.0,421799.0
7244,Butajira,2003,Onion,1087.0,13307.0
7247,Butajira,2003,Rice,2204.0,4496.0
7267,Butajira,2003,Tomato,344.0,3331.0
7279,Butajira,2004,Onion,43.0,730.0
7282,Butajira,2004,Rice,190795.0,448561.0
7293,Butajira,2004,Onion,1248.0,23424.0
7295,Butajira,2004,Rice,2198.0,5743.0
7318,Butajira,2005,Onion,42.0,787.0
7321,Butajira,2005,Rice,153521.0,271425.0
7331,Butajira,2005,Onion,1226.0,25639.0
7334,Butajira,2005,Rice,4237.0,10105.0
7356,Butajira,2006,Onion,43.0,721.0
7359,Butajira,2006,Rice,193994.0,491775.0
7370,Butajira,2006,Onion,1444.0,16482.0
7372,Butajira,2006,Rice,3425.0,7223.0
7393,Butajira,2007,Rice,201000.0,613000.0
7401,Butajira,2007,Onion,2000.0,22000.0
7403,Butajira,2007,Rice,2000.0,6000.0
7417,Butajira,2008,Onion,37.0,622.0
7419,Butajira,2008,Rice,203172.0,408376.0
7429,Butajira,2008,Onion,1182.0,10506.0
7431,Butajira,2008,Rice,2667.0,6190.0
7454,Butajira,2009,Onion,30.0,486.0
7456,Butajira,2009,Rice,177058.0,371822.0
7466,Butajira,2009,Onion,1410.0,35752.0
7468,Butajira,2009,Rice,2708.0,6407.0
7490,Butajira,2010,Onion,27.0,536.0
7492,Butajira,2010,Rice,205853.0,167482.0
7503,Butajira,2010,Onion,1102.0,16565.0
7505,Butajira,2010,Rice,7098.0,16822.0
7527,Butajira,2011,Onion,80.0,1153.0
7530,Butajira,2011,Rice,208239.0,399240.0
7541,Butajira,2011,Onion,1094.0,28007.0
7543,Butajira,2011,Rice,2178.0,4593.0
7573,Butajira,2012,Onion,18.0,344.0
7577,Butajira,2012,Rice,205859.0,520823.0
7584,Butajira,2012,Tomato,176.0,3842.0
7594,Butajira,2012,Onion,935.0,20720.0
7596,Butajira,2012,Rice,2884.0,7870.0
7601,Butajira,2012,Tomato,310.0,3019.0
7619,Butajira,2013,Onion,16.0,301.0
7623,Butajira,2013,Rice,199717.0,347108.0
7630,Butajira,2013,Tomato,203.0,3629.0
7642,Butajira,2013,Onion,980.0,18145.0
7644,Butajira,2013,Rice,3425.0,8158.0
7647,Butajira,2013,Tomato,426.0,4816.0
7669,Butajira,2014,Onion,4.0,73.0
7674,Butajira,2014,Rice,205485.0,434806.0
7678,Butajira,2014,Tomato,258.0,3709.0
7690,Butajira,2014,Onion,641.0,11325.0
7692,Butajira,2014,Rice,4730.0,12866.0
7695,Butajira,2014,Tomato,474.0,6422.0
7698,Butajira,2014,Rice,210215.0,447672.0
7712,Butajira,1997,Rice,95600.0,79700.0
7727,Butajira,1997,Rice,2700.0,8700.0
7743,Butajira,1998,Rice,114900.0,141300.0
7755,Butajira,1998,Rice,3800.0,14100.0
7771,Butajira,1999,Rice,103372.0,134010.0
7781,Butajira,1999,Rice,3053.0,10836.0
7786,Butajira,1999,Onion,440.0,7224.0
7802,Butajira,2000,Onion,93.0,1298.0
7806,Butajira,2000,Rice,115239.0,183345.0
7819,Butajira,2000,Onion,326.0,5731.0
7824,Butajira,2000,Rice,2969.0,6683.0
7850,Butajira,2001,Onion,32.0,444.0
7853,Butajira,2001,Rice,86579.0,145020.0
7866,Butajira,2001,Onion,308.0,4872.0
7869,Butajira,2001,Rice,3744.0,7589.0
7894,Butajira,2002,Onion,52.0,622.0
7897,Butajira,2002,Rice,61964.0,61344.0
7909,Butajira,2002,Onion,137.0,1725.0
7913,Butajira,2002,Rice,2028.0,3121.0
7928,Butajira,2002,Orange,61.0,1085.0
7937,Butajira,2002,Tomato,1294.0,11808.0
7952,Butajira,2003,Onion,57.0,831.0
7955,Butajira,2003,Rice,84676.0,136836.0
7969,Butajira,2003,Onion,164.0,1805.0
7973,Butajira,2003,Rice,3961.0,7811.0
7989,Butajira,2003,Orange,61.0,929.0
7998,Butajira,2003,Tomato,1552.0,14964.0
8012,Butajira,2004,Onion,63.0,1069.0
8015,Butajira,2004,Rice,95187.0,160771.0
8028,Butajira,2004,Onion,147.0,2575.0
8031,Butajira,2004,Rice,2621.0,3701.0
8057,Butajira,2005,Onion,36.0,675.0
8060,Butajira,2005,Rice,84808.0,125007.0
8071,Butajira,2005,Onion,160.0,3167.0
8074,Butajira,2005,Rice,3821.0,7073.0
8100,Butajira,2006,Onion,51.0,855.0
8103,Butajira,2006,Rice,93133.0,178070.0
8114,Butajira,2006,Onion,158.0,1884.0
8117,Butajira,2006,Rice,2614.0,5301.0
8140,Butajira,2007,Rice,96000.0,195000.0
8151,Butajira,2007,Rice,3000.0,6000.0
8169,Butajira,2008,Onion,78.0,1311.0
8172,Butajira,2008,Rice,99378.0,167253.0
8183,Butajira,2008,Onion,149.0,1434.0
8186,Butajira,2008,Rice,2679.0,5090.0
8213,Butajira,2009,Onion,36.0,583.0
8216,Butajira,2009,Rice,65447.0,69112.0
8228,Butajira,2009,Onion,110.0,2793.0
8231,Butajira,2009,Rice,2974.0,4509.0
8256,Butajira,2010,Onion,60.0,1192.0
8259,Butajira,2010,Rice,110289.0,192378.0
8271,Butajira,2010,Onion,157.0,2050.0
8274,Butajira,2010,Rice,7262.0,9383.0
8301,Butajira,2011,Onion,56.0,807.0
8305,Butajira,2011,Rice,109505.0,166766.0
8318,Butajira,2011,Onion,116.0,2970.0
8322,Butajira,2011,Rice,2617.0,2973.0
8352,Butajira,2012,Onion,55.0,1050.0
8357,Butajira,2012,Rice,98718.0,141562.0
8365,Butajira,2012,Tomato,555.0,12116.0
8380,Butajira,2012,Onion,123.0,2707.0
8383,Butajira,2012,Rice,5046.0,10274.0
8388,Butajira,2012,Tomato,793.0,5833.0
8408,Butajira,2013,Onion,63.0,1186.0
8413,Butajira,2013,Rice,98637.0,171530.0
8422,Butajira,2013,Tomato,592.0,10584.0
8437,Butajira,2013,Onion,161.0,2981.0
8440,Butajira,2013,Rice,6759.0,13126.0
8445,Butajira,2013,Tomato,937.0,8857.0
8469,Butajira,2014,Onion,61.0,1120.0
8475,Butajira,2014,Rice,98190.0,159755.0
8482,Butajira,2014,Tomato,507.0,7289.0
8497,Butajira,2014,Onion,138.0,2438.0
8501,Butajira,2014,Rice,7238.0,18052.0
8506,Butajira,2014,Tomato,975.0,13210.0
8510,Butajira,2014,Rice,105428.0,177807.0
8522,Butajira,1997,Rice,130500.0,185600.0
8537,Butajira,1997,Rice,1000.0,3200.0
8551,Butajira,1998,Rice,133000.0,295600.0
8563,Butajira,1998,Rice,3600.0,13300.0
8578,Butajira,1999,Rice,132185.0,250846.0
8589,Butajira,1999,Rice,1985.0,6943.0
8593,Butajira,1999,Onion,555.0,9081.0
8608,Butajira,2000,Onion,107.0,1493.0
8610,Butajira,2000,Rice,129907.0,214347.0
8622,Butajira,2000,Onion,421.0,7401.0
8626,Butajira,2000,Rice,2163.0,5996.0
8648,Butajira,2001,Onion,112.0,1554.0
8650,Butajira,2001,Rice,106296.0,199624.0
8662,Butajira,2001,Onion,408.0,6453.0
8664,Butajira,2001,Rice,3864.0,10085.0
8686,Butajira,2002,Onion,130.0,1554.0
8688,Butajira,2002,Rice,93995.0,115426.0
8699,Butajira,2002,Onion,354.0,4457.0
8702,Butajira,2002,Rice,594.0,1558.0
8718,Butajira,2002,Orange,49.0,879.0
8727,Butajira,2002,Tomato,605.0,4127.0
8741,Butajira,2003,Onion,105.0,1532.0
8743,Butajira,2003,Rice,108694.0,228366.0
8755,Butajira,2003,Onion,290.0,3191.0
8758,Butajira,2003,Rice,4382.0,10679.0
8774,Butajira,2003,Orange,41.0,619.0
8783,Butajira,2003,Tomato,553.0,5329.0
8796,Butajira,2004,Onion,114.0,1934.0
8798,Butajira,2004,Rice,125205.0,291352.0
8810,Butajira,2004,Onion,305.0,5344.0
8812,Butajira,2004,Rice,2370.0,3979.0
8836,Butajira,2005,Onion,91.0,1706.0
8838,Butajira,2005,Rice,94336.0,131127.0
8849,Butajira,2005,Onion,416.0,8233.0
8851,Butajira,2005,Rice,3750.0,9529.0
8876,Butajira,2006,Onion,457.0,7663.0
8878,Butajira,2006,Rice,117452.0,281532.0
8889,Butajira,2006,Onion,398.0,4747.0
8891,Butajira,2006,Rice,1000.0,1803.0
8914,Butajira,2007,Rice,124000.0,362000.0
8924,Butajira,2007,Rice,3000.0,7000.0
8940,Butajira,2008,Onion,215.0,3613.0
8942,Butajira,2008,Rice,128964.0,307966.0
8953,Butajira,2008,Onion,321.0,3090.0
8955,Butajira,2008,Rice,1695.0,4043.0
8980,Butajira,2009,Onion,165.0,2672.0
8982,Butajira,2009,Rice,104550.0,229801.0
8995,Butajira,2009,Onion,303.0,7694.0
8998,Butajira,2009,Rice,3683.0,9285.0
9023,Butajira,2010,Onion,181.0,3594.0
9025,Butajira,2010,Rice,126290.0,325213.0
9035,Butajira,2010,Onion,383.0,5001.0
9038,Butajira,2010,Rice,7254.0,23452.0
9063,Butajira,2011,Onion,120.0,1729.0
9066,Butajira,2011,Rice,123491.0,265106.0
9077,Butajira,2011,Onion,233.0,5965.0
9080,Butajira,2011,Rice,1078.0,2639.0
9110,Butajira,2012,Onion,51.0,974.0
9114,Butajira,2012,Rice,119079.0,306509.0
9121,Butajira,2012,Tomato,353.0,7706.0
9133,Butajira,2012,Onion,242.0,5326.0
9136,Butajira,2012,Rice,6690.0,14310.0
9141,Butajira,2012,Tomato,505.0,4918.0
9159,Butajira,2013,Onion,93.0,1751.0
9164,Butajira,2013,Rice,109271.0,270446.0
9170,Butajira,2013,Tomato,358.0,6400.0
9183,Butajira,2013,Onion,159.0,2944.0
9185,Butajira,2013,Rice,7507.0,20479.0
9190,Butajira,2013,Tomato,496.0,5607.0
9214,Butajira,2014,Onion,79.0,1451.0
9220,Butajira,2014,Rice,119229.0,314526.0
9226,Butajira,2014,Tomato,341.0,4903.0
9240,Butajira,2014,Onion,199.0,3516.0
9243,Butajira,2014,Rice,5357.0,17314.0
9248,Butajira,2014,Tomato,550.0,7452.0
9251,Butajira,2014,Rice,124586.0,331840.0
9257,Butajira,1997,Rice,247200.0,630400.0
9268,Butajira,1997,Rice,193600.0,678100.0
9276,Butajira,1998,Rice,262000.0,646400.0
9286,Butajira,1998,Rice,194300.0,849100.0
9297,Butajira,1999,Rice,267083.0,685440.0
9307,Butajira,1999,Rice,193377.0,780930.0
9324,Butajira,2000,Rice,272901.0,794415.0
9340,Butajira,2000,Rice,198764.0,858462.0
9360,Butajira,2001,Rice,222720.0,576622.0
9374,Butajira,2001,Onion,1.0,16.0
9376,Butajira,2001,Rice,191480.0,896509.0
9393,Butajira,2002,Rice,214554.0,659110.0
9406,Butajira,2002,Rice,117074.0,506579.0
9421,Butajira,2002,Orange,199.0,3534.0
9430,Butajira,2002,Tomato,317.0,2381.0
9440,Butajira,2003,Rice,232235.0,812590.0
9454,Butajira,2003,Rice,177983.0,867133.0
9469,Butajira,2003,Orange,205.0,3111.0
9477,Butajira,2003,Tomato,310.0,3058.0
9488,Butajira,2004,Rice,244235.0,842122.0
9499,Butajira,2004,Rice,175761.0,807446.0
9520,Butajira,2005,Rice,253521.0,475859.0
9530,Butajira,2005,Rice,192497.0,887411.0
9553,Butajira,2006,Rice,245236.0,682001.0
9563,Butajira,2006,Rice,188804.0,875107.0
9579,Butajira,2007,Rice,254000.0,825000.0
9585,Butajira,2007,Rice,192000.0,814000.0
9597,Butajira,2008,Rice,255444.0,778593.0
9606,Butajira,2008,Rice,195014.0,821789.0
9626,Butajira,2009,Rice,212887.0,660163.0
9639,Butajira,2009,Rice,115690.0,454893.0
9659,Butajira,2010,Rice,256147.0,558800.0
9668,Butajira,2010,Rice,200369.0,931515.0
9689,Butajira,2011,Rice,240266.0,764242.0
9701,Butajira,2011,Rice,123519.0,544225.0
9725,Butajira,2012,Rice,242832.0,482993.0
9729,Butajira,2012,Tomato,183.0,3995.0
9741,Butajira,2012,Rice,179674.0,806377.0
9746,Butajira,2012,Tomato,143.0,1393.0
9764,Butajira,2013,Rice,240396.0,521419.0
9769,Butajira,2013,Tomato,247.0,4416.0
9782,Butajira,2013,Rice,180223.0,820916.0
9786,Butajira,2013,Tomato,171.0,1933.0
9805,Butajira,2014,Rice,231475.0,733313.0
9810,Butajira,2014,Tomato,212.0,3048.0
9823,Butajira,2014,Rice,177811.0,891011.0
9827,Butajira,2014,Tomato,224.0,3035.0
9830,Butajira,2014,Rice,409286.0,1624324.0
9832,Cheha,2004,Rice,3342.0,1914.0
9834,Cheha,2004,Wheat,30.0,60.0
9841,Cheha,2005,Rice,3400.0,5000.0
9843,Cheha,2005,Wheat,32.0,65.0
9850,Cheha,2006,Rice,4060.0,3004.0
9852,Cheha,2006,Wheat,34.0,73.0
9860,Cheha,2007,Rice,4085.0,2530.0
9862,Cheha,2007,Wheat,30.0,48.0
9870,Cheha,2008,Rice,3901.0,2516.0
9872,Cheha,2008,Wheat,30.0,49.0
9880,Cheha,2009,Rice,3945.0,2355.33
9882,Cheha,2009,Wheat,25.0,37.0
9890,Cheha,2010,Rice,3949.0,3631.0
9892,Cheha,2010,Wheat,10.0,15.0
9899,Cheha,2011,Rice,3489.0,2988.0
9901,Cheha,2011,Wheat,10.0,16.0
9908,Cheha,2012,Rice,3561.0,2996.0
9910,Cheha,2012,Wheat,13.0,20.0
9917,Cheha,2013,Rice,3561.0,2624.0
9919,Cheha,2013,Wheat,13.0,20.0
9926,Cheha,2014,Rice,3561.0,2394.0
9934,Cheha,1997,Rice,11500.0,13800.0
9942,Cheha,1997,Wheat,240.0,260.0
9945,Cheha,1998,Rice,11550.0,14316.0
9952,Cheha,1998,Wheat,225.0,230.0
9960,Cheha,1999,Rice,11600.0,13733.0
9962,Cheha,1999,Wheat,225.0,235.0
9971,Cheha,2000,Rice,11925.0,16387.0
9973,Cheha,2000,Wheat,225.0,235.0
9982,Cheha,2001,Rice,11857.0,16250.0
9984,Cheha,2001,Wheat,200.0,220.0
9993,Cheha,2002,Rice,11860.0,16780.0
9995,Cheha,2002,Wheat,200.0,320.0
10004,Cheha,2003,Rice,11867.0,18508.0
10006,Cheha,2003,Wheat,205.0,392.0
10015,Cheha,2004,Rice,11885.0,18630.0
10017,Cheha,2004,Wheat,210.0,401.0
10024,Cheha,2005,Rice,11905.0,18667.0
10026,Cheha,2005,Wheat,160.0,240.0
10034,Cheha,2006,Rice,6191.0,10606.0
10036,Cheha,2006,Wheat,170.0,283.0
10044,Cheha,2007,Rice,15622.0,27398.0
10046,Cheha,2007,Wheat,268.0,482.0
10054,Cheha,2008,Rice,16763.0,35010.0
10056,Cheha,2008,Wheat,274.0,548.0
10064,Cheha,2009,Rice,8519.0,15639.33
10066,Cheha,2009,Wheat,285.0,576.0
10074,Cheha,2010,Rice,9585.0,18265.0
10076,Cheha,2010,Wheat,280.0,574.0
10084,Cheha,2011,Rice,10260.0,20873.0
10086,Cheha,2011,Wheat,280.0,635.0
10094,Cheha,2012,Rice,9605.0,19512.0
10096,Cheha,2012,Wheat,297.0,613.0
10103,Cheha,2013,Rice,9681.0,19750.0
10105,Cheha,2013,Wheat,280.0,521.0
10113,Cheha,2014,Rice,9081.0,20169.0
10115,Cheha,2014,Wheat,373.0,858.0
10123,Cheha,1997,Rice,10310.0,12400.0
10130,Cheha,1997,Wheat,196.0,294.0
10133,Cheha,1998,Rice,10320.0,12900.0
10139,Cheha,1998,Wheat,100.0,140.0
10145,Cheha,1999,Rice,10000.0,13237.0
10147,Cheha,1999,Wheat,131.0,350.0
10154,Cheha,2000,Rice,10450.0,13400.0
10156,Cheha,2000,Wheat,170.0,250.0
10165,Cheha,2001,Rice,5400.0,3840.0
10167,Cheha,2001,Wheat,15.0,25.0
10176,Cheha,2002,Rice,1691.0,1522.0
10184,Cheha,2003,Rice,1700.0,1700.0
10192,Cheha,2004,Rice,916.0,870.0
10199,Cheha,2005,Rice,1000.0,691.0
10206,Cheha,2006,Rice,1235.0,1273.0
10213,Cheha,2007,Rice,1200.0,839.0
10220,Cheha,2008,Rice,1200.0,839.0
10227,Cheha,2009,Rice,1200.0,838.66
10234,Cheha,2010,Rice,1585.0,1268.0
10241,Cheha,2011,Rice,1610.0,1382.0
10248,Cheha,2012,Rice,1682.0,1420.0
10256,Cheha,2013,Rice,1690.0,1486.0
10263,Cheha,2014,Rice,1690.0,1485.0
10270,Cheha,1997,Rice,8945.0,9200.0
10277,Cheha,1997,Wheat,19.0,81.0
10280,Cheha,1998,Rice,8045.0,8190.0
10287,Cheha,1998,Wheat,5.0,6.0
10293,Cheha,1999,Rice,9595.0,12665.0
10295,Cheha,1999,Wheat,15.0,19.0
10303,Cheha,2000,Rice,8200.0,9840.0
10305,Cheha,2000,Wheat,12.0,17.0
10312,Cheha,2001,Rice,12310.0,16790.0
10314,Cheha,2001,Wheat,470.0,795.0
10321,Cheha,2002,Rice,8500.0,10715.0
10323,Cheha,2002,Wheat,16.0,28.0
10330,Cheha,2003,Rice,8510.0,10725.0
10332,Cheha,2003,Wheat,16.0,28.0
10339,Cheha,2004,Rice,8515.0,6651.0
10341,Cheha,2004,Wheat,20.0,32.0
10346,Cheha,2005,Rice,8538.0,3158.0
10348,Cheha,2005,Wheat,23.0,46.0
10354,Cheha,2006,Rice,8235.0,6313.0
10356,Cheha,2006,Wheat,23.0,47.0
10362,Cheha,2007,Rice,8200.0,6952.0
10364,Cheha,2007,Wheat,25.0,52.0
10370,Cheha,2008,Rice,8250.0,6933.0
10372,Cheha,2008,Wheat,27.0,56.0
10380,Cheha,2009,Rice,8260.0,6993.33
10382,Cheha,2009,Wheat,28.0,57.0
10388,Cheha,2010,Rice,8267.0,7178.0
10390,Cheha,2010,Wheat,31.0,65.0
